ParticipantID,Condition,Trial,TargetID,Target_Position_X,Target_Position_Y,Target_Position_Z,Selection_Position_X,Selection_Position_Y,Selection_Position_Z,GripperTip_Position_X,GripperTip_Position_Y,GripperTip_Position_Z,Gripper_Position_X,Gripper_Position_Y,Gripper_Position_Z,Distance_Tip_to_Disk,Timestamp
7,A_Baseline,1,3,-0.03202116,0.78071,0.9000003,-0.01651338,0.7566164,0.9000003,-0.01651299,0.756616,0.8282049,-0.03535479,0.7202799,0.7228784,0.07179529,2.02403E+17
7,A_Baseline,1,8,-0.03202125,0.3352903,0.9000003,-0.007381351,0.3467778,0.9000003,-0.007381089,0.3467775,0.8287175,-0.007197755,0.3732584,0.7188643,0.07128277,2.02403E+17
7,A_Baseline,1,2,0.09346814,0.7626674,0.9000003,0.06882615,0.7399536,0.9000004,0.06882647,0.7399533,0.8087699,0.06453237,0.7099513,0.6999103,0.09123042,2.02403E+17
7,A_Baseline,1,7,-0.1473441,0.3879562,0.9000002,-0.1228502,0.3725341,0.9000003,-0.1228497,0.3725341,0.8399532,-0.09700336,0.3991932,0.733228,0.06004707,2.02403E+17
7,A_Baseline,1,1,0.1892818,0.6796443,0.9000004,0.164564,0.6749781,0.9000005,0.1645645,0.6749781,0.8013086,0.1725787,0.6489778,0.6916329,0.09869176,2.02403E+17
7,A_Baseline,1,6,-0.2158863,0.4946103,0.9000003,-0.1909837,0.5025568,0.9000003,-0.1909833,0.5025568,0.8581769,-0.1501022,0.509015,0.753029,0.04182332,2.02403E+17
7,A_Baseline,1,0,0.2249997,0.5580001,0.9000005,0.2297952,0.5330021,0.9000005,0.2297956,0.5330018,0.8481648,0.2234867,0.5206336,0.7360209,0.0518356,2.02403E+17
7,A_Baseline,1,5,-0.2158863,0.62139,0.9000003,-0.1911934,0.6284192,0.9000002,-0.191193,0.628419,0.8237085,-0.1468876,0.6166793,0.7204216,0.07629165,2.02403E+17
7,A_Baseline,1,10,0.1892817,0.4363559,0.9000003,0.1711467,0.4602989,0.9000005,0.1711469,0.4602987,0.8491628,0.1815107,0.4638352,0.7366943,0.05083761,2.02403E+17
7,A_Baseline,1,4,-0.147344,0.7280439,0.9000003,-0.1232312,0.7294361,0.8999383,-0.1232313,0.729436,0.8058069,-0.1333266,0.7123728,0.6945597,0.09413138,2.02403E+17
7,A_Baseline,1,9,0.09346799,0.3533328,0.9000003,0.0723054,0.3780491,0.9000004,0.07230572,0.378049,0.8192304,0.07982998,0.3993328,0.7085083,0.08077,2.02403E+17
7,C_HumanVertical,1,3,-0.03202095,0.7807097,0.9000002,-0.05406057,0.7996257,0.9000002,-0.05406036,0.7996254,0.8097801,-0.05333157,0.7464211,0.7100917,0.09022004,2.02403E+17
7,C_HumanVertical,1,8,-0.03202103,0.3352902,0.9000002,-0.007611165,0.3418664,0.9000002,-0.007611003,0.3418664,0.8006551,0.02599353,0.381293,0.7002295,0.09934515,2.02403E+17
7,C_HumanVertical,1,2,0.09346836,0.7626671,0.9000003,0.09202347,0.7720653,0.8995478,0.09202365,0.7720655,0.7995633,0.08746196,0.7285213,0.6953899,0.09998437,2.02403E+17
7,C_HumanVertical,1,7,-0.1473439,0.3879564,0.9000002,-0.1226002,0.3870615,0.9000002,-0.1226,0.3870614,0.8294803,-0.1138593,0.4237622,0.7229643,0.07051991,2.02403E+17
7,C_HumanVertical,1,1,0.189282,0.6796442,0.9000003,0.164524,0.6686989,0.9000003,0.1645242,0.6686987,0.8111029,0.1631905,0.6503791,0.6996056,0.08889738,2.02403E+17
7,C_HumanVertical,1,6,-0.2158861,0.4946102,0.9000002,-0.2248097,0.5192518,0.9000002,-0.2248094,0.5192516,0.8453338,-0.1971538,0.5298408,0.7362832,0.05466632,2.02403E+17
7,C_HumanVertical,1,0,0.225,0.5580001,0.9000002,0.2198241,0.568931,0.8995736,0.219824,0.5689306,0.8006768,0.2271859,0.5628685,0.6880799,0.09889668,2.02403E+17
7,C_HumanVertical,1,5,-0.215886,0.62139,0.9000002,-0.2182132,0.597131,0.8998991,-0.2182139,0.5971311,0.8246805,-0.1822036,0.5974395,0.7175722,0.07521854,2.02403E+17
7,C_HumanVertical,1,10,0.189282,0.4363558,0.9000002,0.2044221,0.4611248,0.9000002,0.2044223,0.4611247,0.8089417,0.2253778,0.4621942,0.6979067,0.09105856,2.02403E+17
7,C_HumanVertical,1,4,-0.1473437,0.7280438,0.9000002,-0.1236857,0.7197407,0.9000002,-0.1236854,0.7197406,0.8361544,-0.1128567,0.6814284,0.7304006,0.06384575,2.02403E+17
7,C_HumanVertical,1,9,0.0934682,0.3533328,0.9000002,0.0858959,0.3781285,0.9000002,0.08589613,0.3781284,0.810257,0.1088062,0.3994168,0.7016711,0.08974323,2.02403E+17
7,C_HumanVertical,2,3,-0.03202095,0.7807097,0.9000002,-0.03719359,0.7800798,0.8995215,-0.0371937,0.7800798,0.7996495,-0.03789041,0.742246,0.6931735,0.09987202,2.02403E+17
7,C_HumanVertical,2,8,-0.03202103,0.3352902,0.9000002,-0.007496191,0.3486033,0.9000002,-0.007495965,0.3486032,0.8237199,0.02271976,0.387626,0.7220674,0.07628026,2.02403E+17
7,C_HumanVertical,2,2,0.09346836,0.7626671,0.9000003,0.1148026,0.7431279,0.9000002,0.1148028,0.7431277,0.8188832,0.1064251,0.7015685,0.7141376,0.08111702,2.02403E+17
7,C_HumanVertical,2,7,-0.1473439,0.3879564,0.9000002,-0.1547734,0.4114934,0.9000002,-0.1547732,0.4114933,0.8020455,-0.107534,0.4484295,0.7062688,0.09795462,2.02403E+17
7,C_HumanVertical,2,1,0.189282,0.6796442,0.9000003,0.1956524,0.655183,0.9000003,0.1956527,0.6551827,0.8061042,0.1987637,0.6299731,0.6959959,0.09389609,2.02403E+17
7,C_HumanVertical,2,6,-0.2158861,0.4946102,0.9000002,-0.2129133,0.4699542,0.9000002,-0.2129131,0.4699542,0.8170378,-0.1847969,0.4821691,0.7082751,0.08296236,2.02403E+17
7,C_HumanVertical,2,0,0.225,0.5580001,0.9000002,0.20017,0.5335916,0.9000002,0.2001703,0.5335913,0.8212858,0.2104106,0.5304391,0.708795,0.07871439,2.02403E+17
7,C_HumanVertical,2,5,-0.215886,0.62139,0.9000002,-0.2055816,0.5980602,0.9000002,-0.2055814,0.5980601,0.8299209,-0.1821585,0.5934637,0.7194706,0.07007927,2.02403E+17
7,C_HumanVertical,2,10,0.189282,0.4363558,0.9000002,0.1880714,0.4114619,0.9000002,0.1880716,0.4114618,0.8089101,0.2012417,0.4254412,0.6975541,0.09109015,2.02403E+17
7,C_HumanVertical,2,4,-0.1473437,0.7280438,0.9000002,-0.1572269,0.7033902,0.9000002,-0.1572267,0.7033904,0.8062857,-0.149873,0.6842237,0.695166,0.09371444,2.02403E+17
7,C_HumanVertical,2,9,0.0934682,0.3533328,0.9000002,0.07862349,0.3777656,0.9000002,0.07862376,0.3777655,0.8342178,0.1004452,0.405551,0.7268828,0.06578227,2.02403E+17
