ParticipantID,Condition,Trial,TargetID,Target_Position_X,Target_Position_Y,Target_Position_Z,Selection_Position_X,Selection_Position_Y,Selection_Position_Z,GripperTip_Position_X,GripperTip_Position_Y,GripperTip_Position_Z,Gripper_Position_X,Gripper_Position_Y,Gripper_Position_Z,Distance_Tip_to_Disk,Timestamp
4,D_RobotHorizontal,1,3,-0.03202085,0.7807099,0.9000003,-0.007592653,0.7581977,0.9000003,-0.007592215,0.7581973,0.8031139,-0.03751211,0.7615365,0.6941978,0.0968864,2.02403E+17
4,D_RobotHorizontal,1,8,-0.03202094,0.3352903,0.9000003,-0.05567183,0.3492523,0.9000003,-0.05567152,0.349252,0.8565116,-0.06914521,0.4103584,0.7624187,0.04348872,2.02403E+17
4,D_RobotHorizontal,1,2,0.09346846,0.7626672,0.9000004,0.06896263,0.7469279,0.9000004,0.06896296,0.7469276,0.8239971,0.03506688,0.7483385,0.7162098,0.07600328,2.02403E+17
4,D_RobotHorizontal,1,7,-0.1473439,0.3879564,0.9000003,-0.1239787,0.3939828,0.8998932,-0.1239788,0.3939826,0.8402995,-0.1284384,0.4458604,0.7400109,0.05959364,2.02403E+17
4,D_RobotHorizontal,1,1,0.1892821,0.6796443,0.9000004,0.1681172,0.6785108,0.899755,0.1681172,0.6785108,0.8226144,0.1298927,0.6901076,0.7169102,0.07714061,2.02403E+17
4,D_RobotHorizontal,1,6,-0.215886,0.4946103,0.9000004,-0.1922898,0.4965957,0.8998788,-0.1922897,0.4965953,0.8107876,-0.1872038,0.5325523,0.7037819,0.08909123,2.02403E+17
4,D_RobotHorizontal,1,0,0.2250002,0.558,0.9000004,0.2492211,0.5503877,0.9000004,0.2492216,0.5503874,0.8139491,0.2110479,0.5780098,0.7112417,0.08605123,2.02403E+17
4,D_RobotHorizontal,1,5,-0.215886,0.62139,0.9000003,-0.2082433,0.5987434,0.8998712,-0.2082433,0.5987433,0.8026127,-0.2110203,0.616208,0.6910048,0.09725856,2.02403E+17
4,D_RobotHorizontal,1,10,0.189282,0.4363559,0.9000003,0.2028456,0.4141116,0.9000005,0.2028459,0.4141113,0.8213833,0.1724481,0.4628934,0.7240937,0.07861714,2.02403E+17
4,D_RobotHorizontal,1,4,-0.1473437,0.7280437,0.9000003,-0.1388109,0.7269746,0.8995392,-0.1388112,0.7269747,0.8021441,-0.1455065,0.7257331,0.6893494,0.09739503,2.02403E+17
4,D_RobotHorizontal,1,9,0.09346828,0.3533329,0.9000002,0.1174826,0.3560061,0.8999257,0.1174833,0.3560055,0.8678542,0.09879217,0.407974,0.7692697,0.03207149,2.02403E+17
4,D_RobotHorizontal,2,3,-0.03202085,0.7807099,0.9000003,-0.05673305,0.7837658,0.89999,-0.05673347,0.7837659,0.8053213,-0.07310161,0.7770919,0.6937124,0.09466859,2.02403E+17
4,D_RobotHorizontal,2,8,-0.03202094,0.3352903,0.9000003,-0.008464198,0.3251841,0.9000003,-0.008463811,0.325184,0.8160902,-0.0102027,0.3923797,0.7252566,0.0839101,2.02403E+17
4,D_RobotHorizontal,2,2,0.09346846,0.7626672,0.9000004,0.06887537,0.7690992,0.9000003,0.06887585,0.769099,0.8015993,0.04578722,0.7683278,0.6909858,0.09840107,2.02403E+17
4,D_RobotHorizontal,2,7,-0.1473439,0.3879564,0.9000003,-0.16019,0.3654558,0.9000003,-0.1601896,0.3654556,0.8029836,-0.1514031,0.4283752,0.7095337,0.09701665,2.02403E+17
4,D_RobotHorizontal,2,1,0.1892821,0.6796443,0.9000004,0.1657694,0.6839629,0.8999126,0.1657696,0.6839631,0.8390121,0.1290398,0.6932673,0.732554,0.06090042,2.02403E+17
4,D_RobotHorizontal,2,6,-0.215886,0.4946103,0.9000004,-0.1928039,0.511409,0.9000003,-0.1928035,0.5114089,0.8373176,-0.1828594,0.5435138,0.7294316,0.0626827,2.02403E+17
4,D_RobotHorizontal,2,0,0.2250002,0.558,0.9000004,0.2390864,0.581934,0.9000003,0.2390868,0.5819336,0.8640411,0.1981627,0.6028628,0.7608126,0.03595922,2.02403E+17
4,D_RobotHorizontal,2,5,-0.215886,0.62139,0.9000003,-0.2289608,0.617197,0.8995981,-0.2289606,0.617197,0.8004932,-0.2201415,0.6365719,0.6895164,0.09910486,2.02403E+17
4,D_RobotHorizontal,2,10,0.189282,0.4363559,0.9000003,0.1646896,0.4364021,0.899965,0.1646899,0.4364017,0.8575371,0.1343495,0.4841443,0.7597154,0.04242787,2.02403E+17
4,D_RobotHorizontal,2,4,-0.1473437,0.7280437,0.9000003,-0.1523461,0.7343869,0.8995392,-0.1523465,0.7343869,0.7995471,-0.151278,0.7356336,0.6865589,0.09999202,2.02403E+17
4,D_RobotHorizontal,2,9,0.09346828,0.3533329,0.9000002,0.08753093,0.330342,0.8998893,0.08753154,0.3303416,0.8666776,0.07166044,0.3857631,0.7694893,0.03321173,2.02403E+17
4,D_RobotHorizontal,3,3,-0.03202085,0.7807099,0.9000003,-0.01351728,0.7568953,0.9000004,-0.01351689,0.7568951,0.8069842,-0.03022128,0.7511642,0.6953727,0.09301614,2.02403E+17
4,D_RobotHorizontal,3,8,-0.03202094,0.3352903,0.9000003,-0.007879193,0.3147193,0.9000005,-0.007878849,0.3147192,0.8120311,-0.01680413,0.3820634,0.721731,0.08796929,2.02403E+17
4,D_RobotHorizontal,3,2,0.09346846,0.7626672,0.9000004,0.06909334,0.7495611,0.9000004,0.06909373,0.7495607,0.8088137,0.04145795,0.7485346,0.6992498,0.09118671,2.02403E+17
4,D_RobotHorizontal,3,7,-0.1473439,0.3879564,0.9000003,-0.1701862,0.3781676,0.9000003,-0.1701858,0.3781674,0.8003437,-0.1619842,0.4377484,0.7046787,0.09965657,2.02403E+17
4,D_RobotHorizontal,3,1,0.1892821,0.6796443,0.9000004,0.2104972,0.6630321,0.9000003,0.2104976,0.6630318,0.8350421,0.1745657,0.6705027,0.7281678,0.06495826,2.02403E+17
4,D_RobotHorizontal,3,6,-0.215886,0.4946103,0.9000004,-0.2011526,0.4807446,0.8997207,-0.2011524,0.4807442,0.8035408,-0.1794183,0.5212545,0.7003151,0.09617987,2.02403E+17
4,D_RobotHorizontal,3,0,0.2250002,0.558,0.9000004,0.2031658,0.5670855,0.8998634,0.2031658,0.5670853,0.8707289,0.1705816,0.5868136,0.7643425,0.02913458,2.02403E+17
4,D_RobotHorizontal,3,5,-0.215886,0.62139,0.9000003,-0.2100385,0.5965199,0.9000003,-0.2100381,0.5965195,0.8053523,-0.1990651,0.6160943,0.6946028,0.094648,2.02403E+17
4,D_RobotHorizontal,3,10,0.189282,0.4363559,0.9000003,0.1950671,0.4519524,0.9000004,0.1950674,0.4519521,0.8999801,0.1592155,0.4824141,0.7972391,2.03E-05,2.02403E+17
4,D_RobotHorizontal,3,4,-0.1473437,0.7280437,0.9000003,-0.1391555,0.7429694,0.8996448,-0.1391559,0.7429693,0.8007047,-0.1345271,0.7353053,0.6880599,0.09894003,2.02403E+17
4,D_RobotHorizontal,3,9,0.09346828,0.3533329,0.9000002,0.08462011,0.3772145,0.9000003,0.08462062,0.3772142,0.8682367,0.06343783,0.4288893,0.7700025,0.03176368,2.02403E+17
