ParticipantID,Condition,Trial,TargetID,Target_Position_X,Target_Position_Y,Target_Position_Z,Selection_Position_X,Selection_Position_Y,Selection_Position_Z,GripperTip_Position_X,GripperTip_Position_Y,GripperTip_Position_Z,Gripper_Position_X,Gripper_Position_Y,Gripper_Position_Z,Distance_Tip_to_Disk,Timestamp,
8,A_Baseline,1,3,-0.03202108,0.7807099,0.9000002,-0.007275233,0.7628307,0.9000002,-0.007274964,0.7628306,0.8422478,-0.0257867,0.7713926,0.7311036,0.05775237,202403271526199673,
8,A_Baseline,1,8,-0.03202116,0.3352903,0.9000002,-0.03264513,0.3123656,0.8998385,-0.03264495,0.312366,0.8348634,-0.03501187,0.3888088,0.7516775,0.06497514,202403271526465957,
8,A_Baseline,1,2,0.09346818,0.7626673,0.9000003,0.07532119,0.7562823,0.8996892,0.07532098,0.7562818,0.7997855,0.06321019,0.775433,0.6890808,0.09990373,202403271527062975,
8,A_Baseline,1,7,-0.1473439,0.3879565,0.9000002,-0.138219,0.3642311,0.9000001,-0.1382188,0.3642309,0.8311437,-0.122316,0.4402458,0.7490594,0.06885644,202403271527123450,
8,A_Baseline,1,1,0.1892818,0.6796442,0.9000003,0.189431,0.6693624,0.8995567,0.1894315,0.6693622,0.7995889,0.1649475,0.7032178,0.6945968,0.09996784,202403271527396491,
8,A_Baseline,1,6,-0.2158862,0.4946103,0.9000002,-0.2402593,0.5033,0.9000002,-0.240259,0.5032998,0.8405558,-0.2137816,0.5635129,0.7486737,0.05944435,202403271527593354,
8,A_Baseline,1,0,0.2249998,0.5580001,0.9000003,0.2073279,0.5452867,0.8997772,0.2073281,0.5452865,0.7998005,0.2012181,0.6013763,0.7018943,0.09997667,202403271528134461,
8,A_Baseline,1,5,-0.2158862,0.6213901,0.9000001,-0.2405948,0.6072948,0.9000001,-0.2405945,0.6072947,0.8192102,-0.2017746,0.6456292,0.7202533,0.08078995,202403271528210283,
8,A_Baseline,1,10,0.1892818,0.4363558,0.9000003,0.2104805,0.4372092,0.899749,0.2104807,0.4372092,0.7997954,0.2131435,0.496549,0.7036667,0.09995363,202403271528370773,
8,A_Baseline,1,4,-0.1473439,0.7280439,0.9000002,-0.1440087,0.7295707,0.8995142,-0.1440086,0.7295708,0.800083,-0.1246923,0.7513232,0.6908919,0.0994311,202403271528510251,
8,A_Baseline,1,9,0.09346804,0.3533329,0.9000001,0.09875504,0.377736,0.9000003,0.09875523,0.3777358,0.8034944,0.1025949,0.4489828,0.7158694,0.09650591,202403271528592975,
8,A_Baseline,2,3,-0.03202108,0.7807099,0.9000002,-0.01557175,0.7887294,0.8996745,-0.01557176,0.788729,0.8000107,-0.01398382,0.7914253,0.6870542,0.09966378,202403271529254941,
8,A_Baseline,2,8,-0.03202116,0.3352903,0.9000002,-0.01107088,0.3186396,0.9000002,-0.0110706,0.3186394,0.8167433,0.003837144,0.3970348,0.7367376,0.08325683,202403271529332254,
8,A_Baseline,2,2,0.09346818,0.7626673,0.9000003,0.06897352,0.7801771,0.9000001,0.06897387,0.7801769,0.8031277,0.07304424,0.7807069,0.6902022,0.0968724,202403271529424967,
8,A_Baseline,2,7,-0.1473439,0.3879565,0.9000002,-0.1652459,0.3651352,0.9000002,-0.1652456,0.3651351,0.832229,-0.1456962,0.4337361,0.7445893,0.0677711,202403271530018645,
8,A_Baseline,2,1,0.1892818,0.6796442,0.9000003,0.1914946,0.7044099,0.9000003,0.1914948,0.7044095,0.8111449,0.175009,0.7199183,0.7004349,0.08885537,202403271530153217,
8,A_Baseline,2,6,-0.2158862,0.4946103,0.9000002,-0.1994923,0.4700581,0.9000001,-0.199492,0.470058,0.870295,-0.1692561,0.5188398,0.7729548,0.02970511,202403271530272593,
8,A_Baseline,2,0,0.2249998,0.5580001,0.9000003,0.2491728,0.5535366,0.8999588,0.249173,0.5535366,0.8214333,0.24863,0.5796793,0.7115003,0.07852555,202403271530370922,
8,A_Baseline,2,5,-0.2158862,0.6213901,0.9000001,-0.2011834,0.5968705,0.9000001,-0.201183,0.5968702,0.8478809,-0.1758902,0.6308317,0.743115,0.05211917,202403271530480036,
