ParticipantID,Condition,Trial,TargetID,Target_Position_X,Target_Position_Y,Target_Position_Z,Selection_Position_X,Selection_Position_Y,Selection_Position_Z,GripperTip_Position_X,GripperTip_Position_Y,GripperTip_Position_Z,Gripper_Position_X,Gripper_Position_Y,Gripper_Position_Z,Distance_Tip_to_Disk,Timestamp,
11,A_Baseline,1,4,-0.1473437,0.7280438,0.9000002,-0.1227259,0.7373379,0.9000002,-0.122726,0.7373377,0.8174406,-0.1292924,0.7208137,0.7058484,0.0825595,202403281109484923,
11,A_Baseline,1,9,0.09346822,0.3533328,0.9000002,0.1177569,0.3309586,0.9000002,0.1177571,0.3309584,0.8084534,0.1081449,0.3837614,0.7090126,0.09154674,202403281109576124,
11,A_Baseline,2,3,-0.03202096,0.7807099,0.9000002,-0.02379726,0.7568872,0.9000002,-0.02379713,0.7568868,0.8124439,-0.05007308,0.7366179,0.7044263,0.08755627,202403281111110835,
11,A_Baseline,2,8,-0.03202096,0.3352903,0.9000002,-0.05690994,0.3565071,0.9000002,-0.05690999,0.356507,0.8618975,-0.07082836,0.399774,0.7584412,0.03810263,202403281111152765,
11,A_Baseline,2,2,0.09346831,0.7626672,0.9000003,0.07779715,0.7384523,0.9000002,0.07779724,0.7384521,0.8384511,0.03797859,0.7194148,0.7344267,0.06154917,202403281111205151,
11,A_Baseline,2,7,-0.1473438,0.3879564,0.9000001,-0.1236144,0.4010378,0.9000001,-0.1236143,0.4010376,0.8547703,-0.1326362,0.4372886,0.7481239,0.04522981,202403281111285775,
11,A_Baseline,2,1,0.189282,0.6796442,0.9000003,0.172623,0.7045053,0.9000002,0.172623,0.704505,0.8185644,0.1295364,0.6966621,0.714396,0.08143578,202403281111541784,
11,A_Baseline,2,6,-0.215886,0.4946103,0.9000002,-0.217338,0.4700028,0.8999646,-0.2173383,0.4700034,0.8068372,-0.2025842,0.5014283,0.6993023,0.09312745,202403281112035291,
11,A_Baseline,2,0,0.2249999,0.5580001,0.9000002,0.2012961,0.5810981,0.9000002,0.2012961,0.581098,0.8409992,0.1575347,0.593186,0.7375205,0.05900092,202403281112137116,
11,A_Baseline,2,5,-0.2158861,0.62139,0.9000002,-0.1912296,0.6044045,0.9000001,-0.1912297,0.6044044,0.8670975,-0.1972009,0.6025195,0.7542709,0.03290259,202403281112517114,
11,A_Baseline,2,10,0.1892819,0.4363559,0.9000003,0.1659382,0.4249214,0.9000003,0.1659382,0.4249212,0.8445157,0.1340516,0.461586,0.7424964,0.0554845,202403281113143442,
11,A_Baseline,2,4,-0.1473437,0.7280438,0.9000002,-0.1350616,0.704041,0.9000001,-0.1350615,0.7040407,0.8319156,-0.1456637,0.6912325,0.7201454,0.06808454,202403281113262112,
11,A_Baseline,2,9,0.09346822,0.3533328,0.9000002,0.06895622,0.3753207,0.9000002,0.06895626,0.3753204,0.8486789,0.05268492,0.4194623,0.7459378,0.05132126,202403281113336287,
11,D_RobotHorizontal,1,3,-0.03202096,0.7807099,0.9000002,-0.01878365,0.8056487,0.9000002,-0.01878365,0.8056484,0.8273652,-0.05192075,0.766469,0.7266877,0.07263502,202403281115502770,
11,D_RobotHorizontal,1,8,-0.03202096,0.3352903,0.9000002,-0.02288021,0.3598925,0.9000002,-0.02288028,0.3598924,0.8601409,-0.04375153,0.4026523,0.757647,0.03985929,202403281116113926,
11,D_RobotHorizontal,1,2,0.09346831,0.7626672,0.9000003,0.1173584,0.7695231,0.8999891,0.1173583,0.7695228,0.8018494,0.07180674,0.749723,0.7003505,0.09813965,202403281116400251,
11,D_RobotHorizontal,1,7,-0.1473438,0.3879564,0.9000001,-0.1227585,0.4064211,0.9000001,-0.1227585,0.4064209,0.828167,-0.1232007,0.44612,0.722371,0.07183304,202403281117023279,
11,D_RobotHorizontal,1,1,0.189282,0.6796442,0.9000003,0.2084593,0.6548804,0.9000003,0.2084592,0.6548805,0.8271002,0.152348,0.6516201,0.7290702,0.07290009,202403281117119234,
11,D_RobotHorizontal,1,6,-0.215886,0.4946103,0.9000002,-0.1918475,0.5041644,0.9000002,-0.1918473,0.504164,0.8595787,-0.2016272,0.5168076,0.7477149,0.04042144,202403281117334087,
11,D_RobotHorizontal,1,0,0.2249999,0.5580001,0.9000002,0.2025172,0.549418,0.8999333,0.2025174,0.5494177,0.8001794,0.1686074,0.572585,0.6949064,0.09975389,202403281117557079,
11,D_RobotHorizontal,1,5,-0.2158861,0.62139,0.9000002,-0.1918686,0.6120124,0.9000001,-0.1918686,0.6120121,0.8765886,-0.2037234,0.6005542,0.7647979,0.02341152,202403281118135831,
11,D_RobotHorizontal,1,10,0.1892819,0.4363559,0.9000003,0.1851482,0.4610759,0.9000003,0.1851482,0.4610757,0.8038662,0.1714962,0.4938563,0.6965909,0.09613406,202403281118242935,
11,D_RobotHorizontal,1,4,-0.1473437,0.7280438,0.9000002,-0.1229887,0.7168044,0.9000002,-0.1229886,0.7168041,0.8142629,-0.1281328,0.7041584,0.7020906,0.08573733,202403281118331099,
11,D_RobotHorizontal,1,9,0.09346822,0.3533328,0.9000002,0.08706219,0.3781024,0.9000003,0.08706222,0.3781022,0.8288342,0.06456238,0.4228109,0.7275233,0.07116602,202403281118376064,
11,D_RobotHorizontal,2,3,-0.03202096,0.7807099,0.9000002,-0.008040044,0.7992481,0.9000002,-0.008039865,0.7992479,0.8116523,-0.04370093,0.7745371,0.7073129,0.08834786,202403281119378804,
11,D_RobotHorizontal,2,8,-0.03202096,0.3352903,0.9000002,-0.01940374,0.357605,0.9000002,-0.01940374,0.3576048,0.8411173,-0.0491811,0.4052656,0.7430826,0.05888292,202403281119431266,
11,D_RobotHorizontal,2,2,0.09346831,0.7626672,0.9000003,0.06915069,0.781777,0.9000002,0.06915066,0.7817767,0.8247647,0.02494512,0.7612295,0.7228202,0.07523552,202403281119556202,
11,D_RobotHorizontal,2,7,-0.1473438,0.3879564,0.9000001,-0.1417492,0.3633853,0.9000002,-0.1417493,0.3633852,0.8322952,-0.1459386,0.4149085,0.7318124,0.06770496,202403281120074078,
11,D_RobotHorizontal,2,1,0.189282,0.6796442,0.9000003,0.2135635,0.6840091,0.9000002,0.2135635,0.6840087,0.8288566,0.1657192,0.682833,0.7264919,0.07114355,202403281120211626,
11,D_RobotHorizontal,2,6,-0.215886,0.4946103,0.9000002,-0.2028171,0.5188991,0.9000001,-0.202817,0.5188991,0.8414743,-0.1998688,0.543287,0.7311769,0.0585258,202403281120289912,
11,D_RobotHorizontal,2,0,0.2249999,0.5580001,0.9000002,0.2000283,0.5509326,0.9000003,0.2000284,0.5509324,0.8354765,0.1634087,0.573588,0.731003,0.06452376,202403281120346528,
11,D_RobotHorizontal,2,5,-0.2158861,0.62139,0.9000002,-0.1998185,0.5968442,0.9000002,-0.1998185,0.596844,0.83542,-0.1995799,0.6058813,0.7227822,0.06458019,202403281120424258,
11,D_RobotHorizontal,2,10,0.1892819,0.4363559,0.9000003,0.1648886,0.4194764,0.9000003,0.1648885,0.4194763,0.8375968,0.1281826,0.4600082,0.7387086,0.06240342,202403281120500585,
11,D_RobotHorizontal,2,4,-0.1473437,0.7280438,0.9000002,-0.1311455,0.7032278,0.9000002,-0.1311456,0.7032277,0.8003822,-0.1315752,0.7029684,0.6873834,0.09961797,202403281120585320,
11,D_RobotHorizontal,2,9,0.09346822,0.3533328,0.9000002,0.06888863,0.3691079,0.9000002,0.06888866,0.3691077,0.8607944,0.04813573,0.4163209,0.7602498,0.03920578,202403281121047748,
11,C_HumanVertical,1,3,-0.03202096,0.7807099,0.9000002,-0.008085249,0.7793882,0.8998827,-0.008085755,0.7793876,0.8297678,-0.04994519,0.7543483,0.7278372,0.07011491,202403281125102442,
11,C_HumanVertical,1,8,-0.03202096,0.3352903,0.9000002,-0.01156909,0.3602152,0.9000002,-0.0115692,0.360215,0.8507003,-0.04675666,0.4045047,0.7528778,0.04929991,202403281125158424,
11,C_HumanVertical,1,2,0.09346831,0.7626672,0.9000003,0.09612241,0.7566709,0.8995308,0.09612237,0.7566705,0.7996659,0.05327491,0.7458541,0.6956654,0.09986486,202403281125309588,
11,C_HumanVertical,1,7,-0.1473438,0.3879564,0.9000001,-0.1310826,0.4116824,0.9000002,-0.1310826,0.4116822,0.8451302,-0.1511539,0.4513875,0.741257,0.05486998,202403281125450763,
11,C_HumanVertical,1,1,0.189282,0.6796442,0.9000003,0.1844994,0.6761202,0.8995247,0.1844994,0.6761206,0.7997234,0.1461323,0.6884237,0.6941507,0.09980137,202403281126309566,
11,C_HumanVertical,1,6,-0.215886,0.4946103,0.9000002,-0.1916862,0.4774544,0.9000002,-0.1916862,0.4774542,0.8402987,-0.1986893,0.5104882,0.7324622,0.05970154,202403281126381578,
11,C_HumanVertical,1,0,0.2249999,0.5580001,0.9000002,0.2003561,0.5660684,0.9000003,0.200356,0.5660681,0.8082622,0.1565993,0.5978677,0.7090495,0.09173805,202403281126497239,
11,C_HumanVertical,1,5,-0.2158861,0.62139,0.9000002,-0.19115,0.6394954,0.9000002,-0.1911499,0.6394952,0.845579,-0.2084325,0.6405995,0.7339138,0.05442115,202403281127021736,
11,C_HumanVertical,1,10,0.1892819,0.4363559,0.9000003,0.1851415,0.4610475,0.9000002,0.1851414,0.4610472,0.8353152,0.1595052,0.5032772,0.7336862,0.06468494,202403281127080433,
11,C_HumanVertical,1,4,-0.1473437,0.7280438,0.9000002,-0.1506655,0.7041134,0.8999274,-0.1506662,0.7041132,0.8365954,-0.1689766,0.6948835,0.7254716,0.06333195,202403281127151478,
11,C_HumanVertical,1,9,0.09346822,0.3533328,0.9000002,0.08172723,0.3774182,0.9000002,0.08172728,0.377418,0.8494182,0.05391935,0.4296905,0.7531719,0.05058204,202403281127245045,
11,C_HumanVertical,2,3,-0.03202096,0.7807099,0.9000002,-0.007543657,0.7649913,0.9000002,-0.007543575,0.7649911,0.8212181,-0.03321606,0.7483486,0.7124388,0.07878207,202403281129134074,
11,C_HumanVertical,2,8,-0.03202096,0.3352903,0.9000002,-0.008053384,0.3464009,0.9000002,-0.008053429,0.3464008,0.8756558,-0.02832563,0.3973076,0.7768301,0.02434443,202403281129265763,
11,C_HumanVertical,2,2,0.09346831,0.7626672,0.9000003,0.09335306,0.7385107,0.8998909,0.09335288,0.7385103,0.8027759,0.05858263,0.7354664,0.6953013,0.09711505,202403281129347945,
11,C_HumanVertical,2,7,-0.1473438,0.3879564,0.9000001,-0.1231229,0.3928714,0.9000002,-0.1231229,0.3928712,0.8823782,-0.1327888,0.4351056,0.7780142,0.01762195,202403281129498574,
11,C_HumanVertical,2,1,0.189282,0.6796442,0.9000003,0.1910014,0.6551489,0.8999584,0.1910014,0.6551492,0.8589398,0.1422706,0.6553736,0.7569876,0.04101864,202403281130040398,
11,C_HumanVertical,2,6,-0.215886,0.4946103,0.9000002,-0.1933074,0.5193132,0.9000002,-0.1933074,0.519313,0.8776849,-0.1989517,0.5380828,0.766398,0.02231529,202403281130144245,
11,C_HumanVertical,2,0,0.2249999,0.5580001,0.9000002,0.2278654,0.5826635,0.8999897,0.2278657,0.5826632,0.8422608,0.1826748,0.5999169,0.740138,0.05772881,202403281130206864,
11,C_HumanVertical,2,5,-0.2158861,0.62139,0.9000002,-0.1944886,0.596697,0.9000002,-0.1944886,0.5966968,0.8669128,-0.2084499,0.5984854,0.7547927,0.03308731,202403281130267874,
11,C_HumanVertical,2,10,0.1892819,0.4363559,0.9000003,0.2007072,0.4607355,0.9000003,0.2007072,0.4607352,0.8503925,0.164694,0.4967996,0.749539,0.04960777,202403281130326243,
11,C_HumanVertical,2,4,-0.1473437,0.7280438,0.9000002,-0.1228859,0.7267142,0.8999634,-0.1228865,0.7267142,0.8424606,-0.141786,0.7082697,0.7325897,0.0575028,202403281130387807,
11,C_HumanVertical,2,9,0.09346822,0.3533328,0.9000002,0.06890342,0.3746262,0.9000002,0.06890351,0.374626,0.8601325,0.04049106,0.4213892,0.7612644,0.03986765,202403281130428240,
