ParticipantID,Condition,Trial,PostureID,J1,J2,J3,J4,J5,J6,J7,Timestamp,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45795,31.40973,87.82582,-40.23525,-107.3119,181.022,-38.13463,202408261022179078,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45794,31.40944,87.82603,-40.23531,-107.3119,181.022,-38.13416,202408261022179450,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45794,31.40944,87.82603,-40.23531,-107.3119,181.022,-38.13416,202408261022179707,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45794,31.40944,87.82603,-40.23531,-107.3119,181.022,-38.13416,202408261022179926,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45783,31.40954,87.82603,-40.23565,-107.3118,181.022,-38.13427,202408261022180214,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45811,31.4095,87.82602,-40.2353,-107.312,181.022,-38.13454,202408261022180417,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45811,31.4095,87.82602,-40.2353,-107.312,181.022,-38.13454,202408261022180608,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45803,31.40978,87.82612,-40.2353,-107.3119,181.022,-38.13434,202408261022180953,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45785,31.40965,87.82607,-40.23532,-107.312,181.0222,-38.13441,202408261022181262,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45827,31.40945,87.82606,-40.2354,-107.312,181.0221,-38.13454,202408261022181432,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45798,31.40975,87.82604,-40.23556,-107.312,181.022,-38.135,202408261022181720,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45798,31.40975,87.82604,-40.23556,-107.312,181.022,-38.135,202408261022181948,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45786,31.40975,87.82591,-40.23534,-107.3121,181.022,-38.13457,202408261022182197,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45808,31.40963,87.82603,-40.23532,-107.312,181.022,-38.13477,202408261022182376,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45803,31.40967,87.82606,-40.23532,-107.3119,181.022,-38.13442,202408261022182696,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45808,31.40989,87.82582,-40.23577,-107.312,181.022,-38.13477,202408261022183030,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45808,31.40989,87.82582,-40.23577,-107.312,181.022,-38.13477,202408261022183223,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45798,31.40968,87.82623,-40.2355,-107.3119,181.0219,-38.13479,202408261022183552,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45798,31.40976,87.82612,-40.23528,-107.312,181.022,-38.13449,202408261022183835,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45798,31.40976,87.82612,-40.23528,-107.312,181.022,-38.13449,202408261022184008,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45816,31.40958,87.8261,-40.2355,-107.312,181.0221,-38.13437,202408261022184192,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45804,31.40969,87.82589,-40.23549,-107.3116,181.0221,-38.13434,202408261022184403,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45815,31.40968,87.82622,-40.23538,-107.3118,181.0219,-38.1343,202408261022184674,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45815,31.40968,87.82622,-40.23538,-107.3118,181.0219,-38.1343,202408261022184848,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45803,31.40984,87.8261,-40.23538,-107.3121,181.022,-38.13405,202408261022185070,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45798,31.40982,87.8261,-40.23539,-107.3119,181.0218,-38.1343,202408261022185380,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45798,31.40982,87.8261,-40.23539,-107.3119,181.0218,-38.1343,202408261022185654,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45818,31.40992,87.826,-40.23542,-107.3119,181.0221,-38.13416,202408261022185827,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45818,31.40992,87.826,-40.23542,-107.3119,181.0221,-38.13416,202408261022185993,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45811,31.40994,87.82596,-40.23548,-107.3117,181.0218,-38.13471,202408261022186174,
2-6,C_HumanVertical,1,Q1FrontDown,-71.4581,31.40964,87.82632,-40.23559,-107.3118,181.0218,-38.1347,202408261022186350,
2-6,C_HumanVertical,1,Q1FrontDown,-71.4581,31.40964,87.82632,-40.23559,-107.3118,181.0218,-38.1347,202408261022186566,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45793,31.4098,87.82607,-40.2356,-107.3118,181.0218,-38.13465,202408261022186859,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45803,31.40954,87.82622,-40.23526,-107.312,181.0216,-38.13456,202408261022187067,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45803,31.40964,87.82622,-40.23522,-107.3118,181.0211,-38.1342,202408261022187378,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45803,31.40964,87.82622,-40.23522,-107.3118,181.0211,-38.1342,202408261022187603,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45823,31.40968,87.82661,-40.23544,-107.3119,181.021,-38.1343,202408261022187855,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45785,31.40958,87.8264,-40.23538,-107.3119,181.0208,-38.13461,202408261022188192,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45844,31.40968,87.82662,-40.23549,-107.3119,181.0205,-38.13434,202408261022188395,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45795,31.40986,87.82642,-40.23548,-107.312,181.0203,-38.1342,202408261022188663,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45795,31.40986,87.82642,-40.23548,-107.312,181.0203,-38.1342,202408261022188837,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45812,31.40956,87.82659,-40.2353,-107.3119,181.0199,-38.1343,202408261022189034,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45812,31.40956,87.82659,-40.2353,-107.3119,181.0199,-38.1343,202408261022189180,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45795,31.40946,87.82674,-40.23548,-107.3119,181.0198,-38.1343,202408261022189373,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45795,31.40946,87.82674,-40.23548,-107.3119,181.0198,-38.1343,202408261022189544,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45789,31.40989,87.82695,-40.23538,-107.3119,181.0196,-38.13439,202408261022189793,
2-6,C_HumanVertical,1,Q1FrontDown,-71.45789,31.40989,87.82695,-40.23538,-107.3119,181.0196,-38.13439,202408261022190070,
2-6,C_HumanVertical,1,Q1FrontDown,-71.458,31.40942,87.82706,-40.23538,-107.312,181.0192,-38.1343,202408261022190361,
