ParticipantID,Condition,Trial,PostureID,J1,J2,J3,J4,J5,J6,J7,Timestamp,
2-2J,C_HumanVertical,1,Q1FrontDown,-24.77345,30.61526,35.41366,-19.31537,-112.1615,147.4348,-53.92968,202408221806411836,
2-2J,C_HumanVertical,1,Q1FrontDown,-24.77348,30.61502,35.41378,-19.31519,-112.1633,147.4346,-53.93307,202408221806412145,
2-2J,C_HumanVertical,1,Q1FrontDown,-24.77342,30.61523,35.41403,-19.31531,-112.1644,147.4346,-53.93514,202408221806412481,
2-2J,C_HumanVertical,1,Q1FrontDown,-24.7734,30.61513,35.41496,-19.31529,-112.1646,147.4346,-53.93922,202408221806412817,
2-2J,C_HumanVertical,1,Q1FrontDown,-24.77346,30.61628,35.43921,-19.31454,-112.1789,147.4334,-53.96949,202408221806413355,
2-2J,C_HumanVertical,1,Q1FrontDown,-24.7734,30.6163,35.45304,-19.31385,-112.181,147.4332,-53.98491,202408221806413649,
2-2J,C_HumanVertical,1,Q1FrontDown,-24.7734,30.6163,35.45304,-19.31385,-112.181,147.4332,-53.98491,202408221806413895,
2-2J,C_HumanVertical,1,Q1FrontDown,-24.77319,30.61613,35.46739,-19.31367,-112.1826,147.433,-54.0027,202408221806414069,
2-2J,C_HumanVertical,1,Q1FrontDown,-24.77299,30.61626,35.48241,-19.3134,-112.1838,147.4326,-54.02188,202408221806414251,
2-2J,C_HumanVertical,1,Q1FrontDown,-24.77299,30.61626,35.48241,-19.3134,-112.1838,147.4326,-54.02188,202408221806414429,
2-2J,C_HumanVertical,1,Q1FrontDown,-24.77295,30.61614,35.48769,-19.31184,-112.1872,147.4326,-54.0375,202408221806414783,
2-2J,C_HumanVertical,1,Q1FrontDown,-24.77173,30.61688,35.49438,-19.30525,-112.1887,147.4322,-54.05362,202408221806414948,
2-2J,C_HumanVertical,1,Q1FrontDown,-24.77143,30.61709,35.50477,-19.30035,-112.1886,147.4321,-54.07109,202408221806415211,
2-2J,C_HumanVertical,1,Q1FrontDown,-24.77143,30.61709,35.50477,-19.30035,-112.1886,147.4321,-54.07109,202408221806415397,
2-2J,C_HumanVertical,1,Q1FrontDown,-24.77136,30.61675,35.51635,-19.29778,-112.1887,147.4317,-54.08732,202408221806415712,
2-2J,C_HumanVertical,1,Q1FrontDown,-24.77106,30.61681,35.5243,-19.29519,-112.1889,147.4317,-54.09891,202408221806415886,
2-2J,C_HumanVertical,1,Q1FrontDown,-24.77106,30.61681,35.5243,-19.29519,-112.1889,147.4317,-54.09891,202408221806416097,
2-2J,C_HumanVertical,1,Q1FrontDown,-24.77084,30.61658,35.52956,-19.29248,-112.1895,147.4318,-54.11518,202408221806416380,
