ParticipantID,Condition,Trial,PostureID,J1,J2,J3,J4,J5,J6,J7,Timestamp,
2-13,A_Baseline,1,Q1FrontUp,-49.59336,24.20653,97.59476,-25.28371,-110.3724,154.1057,-36.77021,202408261107186131,
2-13,A_Baseline,1,Q1FrontUp,-49.59336,24.20653,97.59476,-25.28371,-110.3724,154.1057,-36.77021,202408261107186515,
2-13,A_Baseline,1,Q1FrontUp,-49.59339,24.20638,97.60384,-25.28338,-110.3874,154.1056,-36.76992,202408261107186853,
2-13,A_Baseline,1,Q1FrontUp,-49.59339,24.20638,97.60384,-25.28338,-110.3874,154.1056,-36.76992,202408261107187051,
2-13,A_Baseline,1,Q1FrontUp,-49.5911,24.20317,97.72281,-25.28485,-110.3061,154.1055,-36.77014,202408261107187359,
2-13,A_Baseline,1,Q1FrontUp,-49.5911,24.20317,97.72281,-25.28485,-110.3061,154.1055,-36.77014,202408261107187526,
2-13,A_Baseline,1,Q1FrontUp,-49.5895,24.19586,97.78684,-25.28473,-110.2727,154.1056,-36.76992,202408261107187808,
2-13,A_Baseline,1,Q1FrontUp,-49.5895,24.19586,97.78684,-25.28473,-110.2727,154.1056,-36.76992,202408261107187980,
2-13,A_Baseline,1,Q1FrontUp,-49.58927,24.18368,97.79664,-25.28449,-110.3077,154.1056,-36.77017,202408261107188199,
2-13,A_Baseline,1,Q1FrontUp,-49.59023,24.17461,97.76356,-25.2833,-110.379,154.1063,-36.77017,202408261107188470,
2-13,A_Baseline,1,Q1FrontUp,-49.59149,24.16965,97.76364,-25.27769,-110.3769,154.1059,-36.77023,202408261107188776,
2-13,A_Baseline,1,Q1FrontUp,-49.59149,24.16965,97.76364,-25.27769,-110.3769,154.1059,-36.77023,202408261107188941,
2-13,A_Baseline,1,Q1FrontUp,-49.59163,24.1713,97.74267,-25.27811,-110.3979,154.106,-36.77014,202408261107189202,
2-13,A_Baseline,1,Q1FrontUp,-49.59172,24.18161,97.69573,-25.27992,-110.4456,154.1058,-36.77024,202408261107189462,
2-13,A_Baseline,1,Q1FrontUp,-49.59172,24.18161,97.69573,-25.27992,-110.4456,154.1058,-36.77024,202408261107189671,
2-13,A_Baseline,1,Q1FrontUp,-49.58866,24.18609,97.70045,-25.28223,-110.4407,154.1052,-36.77042,202408261107189815,
2-13,A_Baseline,1,Q1FrontUp,-49.58866,24.18609,97.70045,-25.28223,-110.4407,154.1052,-36.77042,202408261107189990,
2-13,A_Baseline,1,Q1FrontUp,-49.58685,24.19063,97.7135,-25.28321,-110.4275,154.105,-36.77028,202408261107190161,
2-13,A_Baseline,1,Q1FrontUp,-49.58685,24.19063,97.7135,-25.28321,-110.4275,154.105,-36.77028,202408261107190318,
2-13,A_Baseline,1,Q1FrontUp,-49.58785,24.19048,97.73459,-25.28167,-110.4113,154.1054,-36.77021,202408261107190520,
2-13,A_Baseline,1,Q1FrontUp,-49.58695,24.18442,97.79278,-25.28219,-110.3697,154.1057,-36.77001,202408261107190804,
2-13,A_Baseline,1,Q1FrontUp,-49.58695,24.18442,97.79278,-25.28219,-110.3697,154.1057,-36.77001,202408261107191137,
2-13,A_Baseline,1,Q1FrontUp,-49.58706,24.14677,97.91866,-25.2803,-110.3206,154.1057,-36.7701,202408261107191449,
2-13,A_Baseline,1,Q1FrontUp,-49.58706,24.14677,97.91866,-25.2803,-110.3206,154.1057,-36.7701,202408261107191671,
2-13,A_Baseline,1,Q1FrontUp,-49.58585,24.13052,97.98392,-25.28146,-110.2954,154.1056,-36.77024,202408261107191942,
2-13,A_Baseline,1,Q1FrontUp,-49.58364,24.1204,98.04681,-25.2817,-110.2824,154.1057,-36.77006,202408261107192130,
2-13,A_Baseline,1,Q1FrontUp,-49.58193,24.10958,98.10468,-25.28148,-110.2787,154.1059,-36.76997,202408261107192349,
2-13,A_Baseline,1,Q1FrontUp,-49.58193,24.10958,98.10468,-25.28148,-110.2787,154.1059,-36.76997,202408261107192694,
2-13,A_Baseline,1,Q1FrontUp,-49.58151,24.10763,98.15182,-25.28149,-110.2708,154.1057,-36.77042,202408261107192958,
2-13,A_Baseline,1,Q1FrontUp,-49.58193,24.10645,98.19104,-25.28104,-110.2635,154.1057,-36.7703,202408261107193142,
2-13,A_Baseline,1,Q1FrontUp,-49.58193,24.10645,98.19104,-25.28104,-110.2635,154.1057,-36.7703,202408261107193300,
2-13,A_Baseline,1,Q1FrontUp,-49.58171,24.10101,98.23527,-25.28116,-110.2558,154.1058,-36.77019,202408261107193603,
2-13,A_Baseline,1,Q1FrontUp,-49.58162,24.09771,98.26643,-25.28116,-110.2524,154.1057,-36.76987,202408261107193832,
2-13,A_Baseline,1,Q1FrontUp,-49.58091,24.09642,98.27694,-25.28134,-110.2548,154.1057,-36.77037,202408261107194112,
2-13,A_Baseline,1,Q1FrontUp,-49.58091,24.09642,98.27694,-25.28134,-110.2548,154.1057,-36.77037,202408261107194279,
2-13,A_Baseline,1,Q1FrontUp,-49.58123,24.09642,98.27531,-25.28134,-110.2659,154.1061,-36.77014,202408261107194436,
2-13,A_Baseline,1,Q1FrontUp,-49.58123,24.09642,98.27531,-25.28134,-110.2659,154.1061,-36.77014,202408261107194633,
2-13,A_Baseline,1,Q1FrontUp,-49.58162,24.09835,98.2944,-25.28116,-110.2559,154.1056,-36.7705,202408261107194839,
2-13,A_Baseline,1,Q1FrontUp,-49.58162,24.09835,98.2944,-25.28116,-110.2559,154.1056,-36.7705,202408261107195136,
2-13,A_Baseline,1,Q1FrontUp,-49.5812,24.09694,98.33134,-25.28138,-110.2415,154.1056,-36.77005,202408261107195470,
2-13,A_Baseline,1,Q1FrontUp,-49.58034,24.0944,98.33921,-25.28213,-110.2408,154.1057,-36.77037,202408261107195682,
2-13,A_Baseline,1,Q1FrontUp,-49.58034,24.0944,98.33921,-25.28213,-110.2408,154.1057,-36.77037,202408261107195832,
2-13,A_Baseline,1,Q1FrontUp,-49.58043,24.08946,98.35121,-25.28159,-110.2393,154.1058,-36.77032,202408261107196124,
2-13,A_Baseline,1,Q1FrontUp,-49.58067,24.08867,98.36149,-25.28131,-110.2374,154.1055,-36.76997,202408261107196440,
2-13,A_Baseline,1,Q1FrontUp,-49.58067,24.08867,98.36149,-25.28131,-110.2374,154.1055,-36.76997,202408261107196611,
2-13,A_Baseline,1,Q1FrontUp,-49.58035,24.08888,98.36081,-25.28127,-110.239,154.1057,-36.77044,202408261107196781,
2-13,A_Baseline,1,Q1FrontUp,-49.58035,24.08888,98.36081,-25.28127,-110.239,154.1057,-36.77044,202408261107196990,
2-13,A_Baseline,1,Q1FrontUp,-49.58006,24.08762,98.3621,-25.2811,-110.2378,154.1059,-36.77039,202408261107197172,
2-13,A_Baseline,1,Q1FrontUp,-49.57978,24.08677,98.36731,-25.28139,-110.237,154.1059,-36.77024,202408261107197452,
2-13,A_Baseline,1,Q1FrontUp,-49.57978,24.08677,98.36731,-25.28139,-110.237,154.1059,-36.77024,202408261107197623,
2-13,A_Baseline,1,Q1FrontUp,-49.57992,24.08841,98.37154,-25.28144,-110.2363,154.1058,-36.77014,202408261107197789,
2-13,A_Baseline,1,Q1FrontUp,-49.57992,24.08841,98.37154,-25.28144,-110.2363,154.1058,-36.77014,202408261107198007,
2-13,A_Baseline,1,Q1FrontUp,-49.57982,24.08852,98.37145,-25.28162,-110.2365,154.1057,-36.77006,202408261107198280,
2-13,A_Baseline,1,Q1FrontUp,-49.57982,24.08779,98.37184,-25.28144,-110.2366,154.1058,-36.77001,202408261107198468,
2-13,A_Baseline,1,Q1FrontUp,-49.57982,24.08779,98.37184,-25.28144,-110.2366,154.1058,-36.77001,202408261107198627,
2-13,A_Baseline,1,Q1FrontUp,-49.57971,24.08705,98.37543,-25.28134,-110.2359,154.1057,-36.77019,202408261107198883,
2-13,A_Baseline,1,Q1FrontUp,-49.57971,24.08705,98.37543,-25.28134,-110.2359,154.1057,-36.77019,202408261107199184,
2-13,A_Baseline,1,Q1FrontUp,-49.57951,24.08632,98.38674,-25.28134,-110.2346,154.1057,-36.77037,202408261107199446,
2-13,A_Baseline,1,Q1FrontUp,-49.57951,24.08632,98.38674,-25.28134,-110.2346,154.1057,-36.77037,202408261107199617,
2-13,A_Baseline,1,Q1FrontUp,-49.57961,24.08657,98.39118,-25.28149,-110.2259,154.1056,-36.77028,202408261107199787,
2-13,A_Baseline,1,Q1FrontUp,-49.57994,24.08706,98.39325,-25.28134,-110.2191,154.1057,-36.7701,202408261107199990,
2-13,A_Baseline,1,Q1FrontUp,-49.57994,24.08706,98.39325,-25.28134,-110.2191,154.1057,-36.7701,202408261107200190,
2-13,A_Baseline,1,Q1FrontUp,-49.57994,24.08706,98.39325,-25.28134,-110.2191,154.1057,-36.7701,202408261107200372,
2-13,A_Baseline,1,Q1FrontUp,-49.57973,24.08653,98.39567,-25.28144,-110.2146,154.1057,-36.77001,202408261107200655,
2-13,A_Baseline,1,Q1FrontUp,-49.57973,24.08653,98.39567,-25.28144,-110.2146,154.1057,-36.77001,202408261107200961,
2-13,A_Baseline,1,Q1FrontUp,-49.57984,24.08647,98.39626,-25.28146,-110.2122,154.1059,-36.77022,202408261107201149,
2-13,A_Baseline,1,Q1FrontUp,-49.57961,24.08571,98.39748,-25.28133,-110.2091,154.1057,-36.77004,202408261107201352,
2-13,A_Baseline,1,Q1FrontUp,-49.57961,24.08571,98.39748,-25.28133,-110.2091,154.1057,-36.77004,202408261107201605,
2-13,A_Baseline,1,Q1FrontUp,-49.57961,24.08491,98.39786,-25.2813,-110.2003,154.1057,-36.77041,202408261107201786,
2-13,A_Baseline,1,Q1FrontUp,-49.57999,24.08498,98.39774,-25.28136,-110.1938,154.1057,-36.7698,202408261107202029,
2-13,A_Baseline,1,Q1FrontUp,-49.57999,24.08498,98.39774,-25.28136,-110.1938,154.1057,-36.7698,202408261107202332,
2-13,A_Baseline,1,Q1FrontUp,-49.57971,24.08511,98.39792,-25.28132,-110.1885,154.1057,-36.77036,202408261107202519,
2-13,A_Baseline,1,Q1FrontUp,-49.57981,24.08546,98.39832,-25.28144,-110.1852,154.1057,-36.76997,202408261107202781,
2-13,A_Baseline,1,Q1FrontUp,-49.57981,24.08546,98.39832,-25.28144,-110.1852,154.1057,-36.76997,202408261107202971,
2-13,A_Baseline,1,Q1FrontUp,-49.57982,24.08532,98.39812,-25.28137,-110.1844,154.1057,-36.77041,202408261107203157,
2-13,A_Baseline,1,Q1FrontUp,-49.57982,24.08487,98.39812,-25.28134,-110.1843,154.1055,-36.7701,202408261107203578,
2-13,A_Baseline,1,Q1FrontUp,-49.57968,24.08455,98.40022,-25.2816,-110.1734,154.1059,-36.76994,202408261107203942,
2-13,A_Baseline,1,Q1FrontUp,-49.5797,24.08418,98.40283,-25.28138,-110.1632,154.1058,-36.77008,202408261107204117,
2-13,A_Baseline,1,Q1FrontUp,-49.5797,24.08418,98.40283,-25.28138,-110.1632,154.1058,-36.77008,202408261107204282,
2-13,A_Baseline,1,Q1FrontUp,-49.5797,24.08418,98.40283,-25.28138,-110.1632,154.1058,-36.77008,202408261107204457,
2-13,A_Baseline,1,Q1FrontUp,-49.57982,24.08388,98.40328,-25.2816,-110.1495,154.1058,-36.76992,202408261107204622,
2-13,A_Baseline,1,Q1FrontUp,-49.57959,24.08392,98.40363,-25.2816,-110.1402,154.1058,-36.77014,202408261107204846,
2-13,A_Baseline,1,Q1FrontUp,-49.57959,24.08392,98.40363,-25.2816,-110.1402,154.1058,-36.77014,202408261107205036,
2-13,A_Baseline,1,Q1FrontUp,-49.57908,24.08419,98.39137,-25.28147,-110.1416,154.106,-36.76991,202408261107205288,
2-13,A_Baseline,1,Q1FrontUp,-49.57979,24.08521,98.36595,-25.28109,-110.1514,154.1061,-36.77004,202408261107205454,
