ParticipantID,Condition,Trial,PostureID,J1,J2,J3,J4,J5,J6,J7,Timestamp
2-Sep,C_HumanVertical,1,Q1FrontUp,-26.98511,23.87716,69.48044,-17.74504,-111.1815,150.7519,-52.14774,202408271626268734
2-Sep,C_HumanVertical,1,Q1FrontUp,-26.98522,23.87755,69.48507,-17.7448,-111.1817,150.7517,-52.15408,202408271626269127
2-Sep,C_HumanVertical,1,Q1FrontUp,-26.98538,23.87729,69.48627,-17.74472,-111.1819,150.7518,-52.16045,202408271626269357
2-Sep,C_HumanVertical,1,Q1FrontUp,-26.98515,23.87711,69.48761,-17.74462,-111.1816,150.7517,-52.16431,202408271626269703
2-Sep,C_HumanVertical,1,Q1FrontUp,-26.98515,23.87711,69.48761,-17.74462,-111.1816,150.7517,-52.16431,202408271626269858
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.01348,23.87619,69.48738,-17.75393,-111.2992,150.752,-52.16671,202408271626270023
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.03316,23.87764,69.48823,-17.76267,-111.3797,150.7511,-52.16932,202408271626270293
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.03316,23.87764,69.48823,-17.76267,-111.3797,150.7511,-52.16932,202408271626270479
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.04077,23.87957,69.49002,-17.76254,-111.3882,150.7514,-52.17238,202408271626270725
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.05112,23.87995,69.49222,-17.7621,-111.3936,150.7512,-52.17459,202408271626270976
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.05112,23.87995,69.49222,-17.7621,-111.3936,150.7512,-52.17459,202408271626271159
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.05112,23.87995,69.49222,-17.7621,-111.3936,150.7512,-52.17459,202408271626271490
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.06027,23.87913,69.49428,-17.7787,-111.4693,150.7515,-52.18344,202408271626271706
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.06696,23.87811,69.49452,-17.78088,-111.5134,150.7513,-52.19162,202408271626271961
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.06696,23.87811,69.49452,-17.78088,-111.5134,150.7513,-52.19162,202408271626272133
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.07547,23.87874,69.4951,-17.78024,-111.5395,150.7511,-52.19793,202408271626272319
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.07547,23.87874,69.4951,-17.78024,-111.5395,150.7511,-52.19793,202408271626272472
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.07532,23.87902,69.49819,-17.77974,-111.5396,150.7509,-52.20216,202408271626272638
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.07532,23.87902,69.49819,-17.77974,-111.5396,150.7509,-52.20216,202408271626272870
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.10469,23.87826,69.49788,-17.78765,-111.6814,150.7516,-52.20499,202408271626273135
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.12448,23.88057,69.49991,-17.79434,-111.7995,150.7506,-52.20668,202408271626273356
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.12652,23.88172,69.50548,-17.79354,-111.8086,150.7512,-52.20741,202408271626273614
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.12652,23.88172,69.50548,-17.79354,-111.8086,150.7512,-52.20741,202408271626273801
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.12652,23.88172,69.50548,-17.79354,-111.8086,150.7512,-52.20741,202408271626274024
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.13171,23.88047,69.51308,-17.79145,-111.8138,150.751,-52.20959,202408271626274307
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.13007,23.87714,69.52588,-17.79516,-111.8148,150.7514,-52.21005,202408271626274622
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.13159,23.87714,69.54784,-17.79306,-111.8168,150.7511,-52.21042,202408271626274868
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.13159,23.87714,69.54784,-17.79306,-111.8168,150.7511,-52.21042,202408271626275023
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.13363,23.87772,69.56558,-17.79225,-111.8198,150.751,-52.21116,202408271626275302
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.13363,23.87772,69.56558,-17.79225,-111.8198,150.751,-52.21116,202408271626275481
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.13614,23.87794,69.57861,-17.79266,-111.8285,150.751,-52.21163,202408271626275631
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.13614,23.87794,69.57861,-17.79266,-111.8285,150.751,-52.21163,202408271626275803
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.13673,23.87804,69.58765,-17.79351,-111.8317,150.7511,-52.21203,202408271626275983
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.13673,23.87804,69.58765,-17.79351,-111.8317,150.7511,-52.21203,202408271626276186
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.13652,23.87785,69.60286,-17.79557,-111.8341,150.7511,-52.21222,202408271626276354
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.13744,23.87914,69.6151,-17.79474,-111.8355,150.751,-52.21208,202408271626276628
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.13744,23.87914,69.6151,-17.79474,-111.8355,150.751,-52.21208,202408271626276796
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.13964,23.87896,69.62132,-17.79417,-111.837,150.751,-52.21235,202408271626276967
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.13964,23.87896,69.62132,-17.79417,-111.837,150.751,-52.21235,202408271626277137
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.13964,23.87896,69.62132,-17.79417,-111.837,150.751,-52.21235,202408271626277350
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.14184,23.87794,69.64346,-17.79419,-111.8378,150.7511,-52.21275,202408271626277640
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.14184,23.87794,69.64346,-17.79419,-111.8378,150.7511,-52.21275,202408271626277808
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.14184,23.87794,69.64346,-17.79419,-111.8378,150.7511,-52.21275,202408271626278026
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.14297,23.87792,69.66896,-17.79398,-111.8384,150.751,-52.21255,202408271626278327
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.14297,23.87792,69.66896,-17.79398,-111.8384,150.751,-52.21255,202408271626278541
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.14559,23.87868,69.68607,-17.79456,-111.8387,150.751,-52.21294,202408271626278809
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.14536,23.8781,69.68552,-17.79414,-111.8386,150.751,-52.21314,202408271626278972
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.14536,23.8781,69.68552,-17.79414,-111.8386,150.751,-52.21314,202408271626279135
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.14446,23.87559,69.68491,-17.79366,-111.8372,150.751,-52.21286,202408271626279300
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.14446,23.87559,69.68491,-17.79366,-111.8372,150.751,-52.21286,202408271626279475
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.14307,23.87053,69.68499,-17.79386,-111.8361,150.7512,-52.21281,202408271626279685
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.14919,23.86747,69.72801,-17.79693,-111.8361,150.7469,-52.22737,202408271626279972
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.14919,23.86747,69.72801,-17.79693,-111.8361,150.7469,-52.22737,202408271626280122
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.14924,23.85522,69.80265,-17.80322,-111.755,150.7149,-52.24538,202408271626280298
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.14924,23.85522,69.80265,-17.80322,-111.755,150.7149,-52.24538,202408271626280449
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.13172,23.83661,69.90914,-17.80189,-111.5442,150.7085,-52.24712,202408271626280627
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.13172,23.83661,69.90914,-17.80189,-111.5442,150.7085,-52.24712,202408271626280848
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.10117,23.80689,70.00302,-17.80199,-111.3789,150.7043,-52.24934,202408271626281147
2-Sep,C_HumanVertical,1,Q1FrontUp,-27.02612,23.74698,70.05762,-17.80319,-111.0655,150.6994,-52.25156,202408271626281350
2-Sep,C_HumanVertical,1,Q1FrontUp,-26.89164,23.67156,70.0588,-17.79237,-110.6003,150.7021,-52.25344,202408271626281637
2-Sep,C_HumanVertical,1,Q1FrontUp,-26.89164,23.67156,70.0588,-17.79237,-110.6003,150.7021,-52.25344,202408271626281848
2-Sep,C_HumanVertical,1,Q1FrontUp,-26.75044,23.55218,70.05885,-17.79027,-110.1073,150.7028,-52.25514,202408271626282130
2-Sep,C_HumanVertical,1,Q1FrontUp,-26.59846,23.40425,70.08105,-17.83017,-109.3617,150.786,-52.24783,202408271626282306
2-Sep,C_HumanVertical,1,Q1FrontUp,-26.59846,23.40425,70.08105,-17.83017,-109.3617,150.786,-52.24783,202408271626282469
2-Sep,C_HumanVertical,1,Q1FrontUp,-26.4121,23.25004,70.17268,-17.89927,-108.1469,151.0307,-52.18782,202408271626282634
2-Sep,C_HumanVertical,1,Q1FrontUp,-26.4121,23.25004,70.17268,-17.89927,-108.1469,151.0307,-52.18782,202408271626282806
2-Sep,C_HumanVertical,1,Q1FrontUp,-26.20338,23.08701,70.29211,-17.98224,-107.0138,151.2683,-52.14073,202408271626283024
2-Sep,C_HumanVertical,1,Q1FrontUp,-26.02024,22.85203,70.48269,-18.11303,-105.7363,151.5507,-52.10346,202408271626283288
2-Sep,C_HumanVertical,1,Q1FrontUp,-26.02024,22.85203,70.48269,-18.11303,-105.7363,151.5507,-52.10346,202408271626283458
2-Sep,C_HumanVertical,1,Q1FrontUp,-25.85056,22.59098,70.75408,-18.34648,-104.35,151.9201,-52.06939,202408271626283650
