ParticipantID,Condition,Trial,PostureID,J1,J2,J3,J4,J5,J6,J7,Timestamp,
2-10,C_HumanVertical,1,Q1FrontDown,-47.90158,12.67279,91.69555,-22.15161,-113.5641,142.2906,-44.51877,202408281505593068,
2-10,C_HumanVertical,1,Q1FrontDown,-47.90168,12.67279,91.69757,-22.15055,-113.5577,142.2906,-44.51874,202408281505593344,
2-10,C_HumanVertical,1,Q1FrontDown,-47.90168,12.67279,91.69757,-22.15055,-113.5577,142.2906,-44.51874,202408281505593647,
2-10,C_HumanVertical,1,Q1FrontDown,-47.90421,12.67315,91.70554,-22.15045,-113.5545,142.2861,-44.52043,202408281505593826,
2-10,C_HumanVertical,1,Q1FrontDown,-47.91875,12.6754,91.80588,-22.15047,-113.5167,142.2104,-44.55652,202408281505594026,
2-10,C_HumanVertical,1,Q1FrontDown,-47.91875,12.6754,91.80588,-22.15047,-113.5167,142.2104,-44.55652,202408281505594232,
2-10,C_HumanVertical,1,Q1FrontDown,-47.93021,12.67505,91.90476,-22.15154,-113.4842,142.1325,-44.58578,202408281505594396,
2-10,C_HumanVertical,1,Q1FrontDown,-47.93021,12.67505,91.90476,-22.15154,-113.4842,142.1325,-44.58578,202408281505594583,
2-10,C_HumanVertical,1,Q1FrontDown,-47.93586,12.67422,92.00461,-22.15177,-113.454,142.0679,-44.61073,202408281505594861,
2-10,C_HumanVertical,1,Q1FrontDown,-47.93586,12.67422,92.00461,-22.15177,-113.454,142.0679,-44.61073,202408281505595070,
2-10,C_HumanVertical,1,Q1FrontDown,-47.9364,12.66949,92.08472,-22.15194,-113.4529,142.0101,-44.6363,202408281505595351,
2-10,C_HumanVertical,1,Q1FrontDown,-47.93745,12.66543,92.16044,-22.15042,-113.4523,141.9659,-44.65841,202408281505595660,
2-10,C_HumanVertical,1,Q1FrontDown,-47.93858,12.66144,92.22831,-22.15015,-113.4522,141.9248,-44.67913,202408281505595830,
2-10,C_HumanVertical,1,Q1FrontDown,-47.9383,12.6576,92.29364,-22.15031,-113.4508,141.8731,-44.70976,202408281505596181,
